metric,crossover_type,crossover_label,generation_zero_based,n_runs,mean,std,median,q25,q75,iqr,min,max,ci95_low,ci95_high
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,32,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,33,3,0.14516576549290952,0.2514344813533482,0.0,0.0,0.2177486482393643,0.2177486482393643,0.0,0.4354972964787286,-0.4794321116948177,0.7697636426806367
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,34,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,36,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,37,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,38,2,0.234298178600131,0.3313476618156189,0.234298178600131,0.1171490893000655,0.3514472679001965,0.23429817860013097,0.0,0.468596357200262,-2.742742448066266,3.211338805266528
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,39,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,40,3,0.08254176726922786,0.14296653465682846,0.0,0.0,0.1238126509038418,0.1238126509038418,0.0,0.2476253018076836,-0.27260679300341656,0.43769032754187226
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,42,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,43,2,0.1833161184435406,0.25924814090444775,0.1833161184435406,0.0916580592217703,0.2749741776653109,0.18331611844354062,0.0,0.3666322368870812,-2.145936013988121,2.5125682508752027
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,44,2,0.23596779836098455,0.33370886072542416,0.23596779836098455,0.11798389918049228,0.3539516975414768,0.23596779836098453,0.0,0.4719355967219691,-2.7622873588188113,3.23422295554078
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,45,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,46,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,47,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,48,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,49,3,0.08558436165330437,0.1482364627168727,0.0,0.0,0.12837654247995656,0.12837654247995656,0.0,0.2567530849599131,-0.28265542565199964,0.45382414895860834
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,1,5,0.5152551972018141,0.2026780499305733,0.4841310499438951,0.38139607098522,0.505988949814461,0.12459287882924097,0.3472728444629077,0.8574870708025867,0.26359715937687583,0.7669132350267525
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,2,4,0.29337224514028837,0.20333100571790763,0.36034936567397086,0.23854291989392445,0.4151786909203347,0.17663577102641026,0.0,0.4527902492132116,-0.030172758808055866,0.6169172490886325
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,3,3,0.3555892552740935,0.3598195484990606,0.3472728444629077,0.17363642223145384,0.5333838829111403,0.35974746067968644,0.0,0.7194949213593728,-0.5382520546110152,1.2494305651592021
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,4,1,0.6579594841566121,,0.6579594841566121,0.6579594841566121,0.6579594841566121,0.0,0.6579594841566121,0.6579594841566121,,
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,5,4,0.3748063192350731,0.17009089167245034,0.35164823857677474,0.26357865267504543,0.46287590513680243,0.199297252461757,0.2038570507805291,0.5920717490062141,0.10415375435232543,0.6454588841178208
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,6,5,0.5647149838022626,0.39606288726694944,0.4764658595256588,0.4582884950238242,0.920865803013932,0.46257730799010777,0.0,0.9679547614478982,0.07293795565825456,1.0564920119462706
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,7,5,0.2986365693435144,0.5241723577992258,0.111111111111111,0.0,0.1536631734485384,0.1536631734485384,0.0,1.2284085621579228,-0.3522093761893675,0.9494825148763963
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,8,8,0.30958754218471574,0.2514925663455054,0.2843778427870344,0.14202199390862108,0.49690579589644207,0.354883801987821,0.0,0.7043707802139072,0.09933449513731729,0.5198405892321142
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,9,3,0.29732199856692143,0.2653107245022036,0.382033780403936,0.191016890201968,0.44598299785038215,0.25496610764841415,0.0,0.5099322152968283,-0.3617463775255909,0.9563903746594338
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,11,6,0.19516922371993628,0.2801044714752403,0.11135515776466605,0.0,0.22636134339158556,0.22636134339158556,0.0,0.7207266741112821,-0.09878239165229408,0.48912083909216664
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,12,5,0.13955343571960835,0.19252375243017825,0.0,0.0,0.3157333981941058,0.3157333981941058,0.0,0.382033780403936,-0.09949637647203885,0.37860324791125555
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,13,2,0.25946585683707507,0.36694013371174744,0.25946585683707507,0.12973292841853754,0.3891987852556126,0.259465856837075,0.0,0.5189317136741501,-3.03736044224858,3.5562921559227303
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,14,6,0.17357880133150508,0.14632900197149518,0.2060364870370801,0.04734066463620702,0.25689286346892354,0.20955219883271653,0.0,0.3611127877994164,0.020015931453758573,0.3271416712092516
